Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
flydubai,Pembroke Capital Aircraft Ltd,Pembroke Capital Aircraft Ltd,Operating^,737,737-800,40261,A6-FEI,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,8.167,2015-11-17,,No
flydubai,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating,737,737-800,40262,A6-FEJ,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,8.83,2015-12-10,,No
flydubai,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,40263,A6-FEL,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,7.917,2014-02-10,,No
flydubai,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating,737,737-800,40265,A6-FEN,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,7.5,2014-07-01,,No
flydubai,WAVE 2019-1,Wings Capital Partners,Operating,737,737-800,40266,A6-FEO,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,7.417,2014-07-24,2022-07-23,No
flydubai,Avolon,Avolon,Operating^,737,737-800,40268,A6-FER,Inactive,Passenger,United Arab Emirates,Middle East,CFM56-7B,7.167,2014-11-10,,No
flydubai,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,40271,A6-FET,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,6.917,2015-01-22,,No
flydubai,CDB Leasing Company Ltd,CDB Leasing Company Ltd,Operating^,737,737-800,40272,A6-FEZ,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,6.333,2015-09-14,,No
flydubai,Jackson Square Aviation Ireland Limited,Jackson Square Aviation,Operating,737,737-800,40274,A6-FEY,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,6.5,2015-06-25,,No
flydubai,SMBC Aviation Capital,SMBC Aviation Capital,Operating,737,737-800,40276,A6-FEW,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,6.75,2015-04-14,,No
flydubai,Avolon,Avolon,Operating^,737,737-800,40278,A6-FEX,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,6.583,2015-05-28,,No
flydubai,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,40281,A6-FEG,In Service,Passenger,United Arab Emirates,Middle East,CFM56-7B,8.5,2013-07-29,,No
T'way Air,Goshawk Aviation,Goshawk Aviation,Operating^,737,737-800,40308,HL8306,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,10.833,2018-04-18,,No
Blue Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,40696,YR-BMJ,In Service,Passenger,Romania,Europe: Eastern/Central Europe,CFM56-7B,11.583,2017-05-03,,No
Blue Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,40697,YR-BML,In Service,Passenger,Romania,Europe: Eastern/Central Europe,CFM56-7B,11.417,2017-06-21,,No
Blue Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,40728,YR-BMN,In Service,Passenger,Romania,Europe: Eastern/Central Europe,CFM56-7B,10.833,2017-11-17,,No
Sun Country Airlines,Bank Of Utah,SKK Corporation,Operating^,737,737-800,40865,N841SY,In Service,Passenger,United States of America,North America,CFM56-7B,11.25,2021-07-15,,No
Flyr,Bank of America Leasing,Bank of America Leasing,Operating,737,737-800,40866,LN-DYI,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,11.25,2021-08-27,,No
Norwegian Air Sweden AOC,SMBC Aviation Capital,SMBC Aviation Capital,Operating,737,737-800,40867,SE-RRT,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,10.833,2021-07-02,,No
Norwegian Air Sweden AOC,Financial Products Group Co Ltd,FPG Amentum Limited,Operating^,737,737-800,40868,SE-RRO,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,10.75,2011-03-24,,No
Norwegian Air Sweden AOC,Financial Products Group Co Ltd,FPG Amentum Limited,Operating^,737,737-800,40869,SE-RRS,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,10.667,2011-05-23,,No
Norwegian Air Shuttle AOC,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,40870,LN-DYR,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,10.583,2011-06-06,,No
Blue Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,40871,YR-BMM,In Service,Passenger,Romania,Europe: Eastern/Central Europe,CFM56-7B,11.833,2018-01-08,,No
Blue Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,40876,YR-BMK,In Service,Passenger,Romania,Europe: Eastern/Central Europe,CFM56-7B,11.5,2017-05-17,,No
SkyUp,LUNAR 2020-1,Deucalion Aviation,,737,737-800,40880,UR-SQO,In Service,Passenger,Ukraine,Europe: Eastern/Central Europe,CFM56-7B,9.83,2021-08-02,,No
Flyr,Pembroke Capital Aircraft Ltd,Pembroke Capital Aircraft Ltd,Operating,737,737-800,40881,LN-FGB,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,8.5,2021-06-18,,No
Norwegian Air Shuttle AOC,Boknafjorden Ltd,Arctic Aviation Assets,Operating^,737,737-800,41127,LN-NGZ,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,7.417,2014-07-29,,No
Norwegian Air Shuttle ASA,BOC Aviation,BOC Aviation,Operating^,737,737-800,41128,LN-NHC,Inactive,Passenger,Norway,Europe: Western Europe,CFM56-7B,6.917,2015-01-20,,No
Norwegian Air Shuttle AOC,Boknafjorden Limited 70,Arctic Aviation Assets,Operating^,737,737-800,41129,LN-NHA,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,7.333,2014-09-08,,No
Norwegian Air Shuttle ASA,BOC Aviation,BOC Aviation,Operating^,737,737-800,41131,LN-NHD,Inactive,Passenger,Norway,Europe: Western Europe,CFM56-7B,6.833,2015-03-23,,No
Norwegian Air Shuttle AOC,Doric GmbH,Doric GmbH,Financial,737,737-800,41140,LN-ENV,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,6.333,2015-11-25,2027-11-25,No
Norwegian Air Sweden AOC,BOC Aviation,BOC Aviation,Operating^,737,737-800,41143,SE-RPS,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.917,2016-01-20,,No
Norwegian Air Shuttle AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,41148,LN-ENL,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,5.833,2016-03-08,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,41152,SE-RPD,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.667,2016-05-12,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,41153,SE-RPJ,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.5,2016-06-29,,No
Gol,S-JETS 2017-1 Limited,Goshawk Aviation,Operating^,737,737-800,41163,PR-GXP,Inactive,Passenger,Brazil,Latin America: Upper South America,CFM56-7B,7.917,2014-03-29,,No
Gol,Wave 2017-1,Wings Capital Partners,Operating,737,737-800,41166,PR-GXX,In Service,Passenger,Brazil,Latin America: Upper South America,CFM56-7B,7,2015-01-12,2025-01-12,No
Gol,JSA Aircraft 41170 LLC,Jackson Square Aviation,Operating^,737,737-800,41170,PR-GYA,In Service,Passenger,Brazil,Latin America: Upper South America,CFM56-7B,6.5,2015-09-30,,No
Urumqi Air,Aircastle,Aircastle,Operating^,737,737-800,41179,B-1568,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.917,2016-07-16,,No
Pobeda,Avia Capital Leasing,VTB Leasing,Operating,737,737-800,41205,VQ-BWG,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,6.833,2015-03-05,,No
Pobeda,Avia Capital Leasing,VTB Leasing,Operating,737,737-800,41206,VQ-BWH,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,6.833,2014-03-13,,No
Pobeda,Avia Capital Leasing,VTB Leasing,Operating,737,737-800,41208,VQ-BWI,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,6.583,2015-06-04,2027-06-03,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41219,VP-BFB,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.833,2018-02-27,,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41220,VQ-BHC,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.75,2018-04-10,2030-04-09,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41221,VQ-BHD,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.667,2018-04-18,,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41226,VQ-BHQ,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.583,2018-06-20,2030-06-19,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41227,VP-BGQ,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,5.333,2016-09-15,2028-09-15,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41228,VP-BGR,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,5.83,2016-11-22,2028-11-21,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41229,VQ-BHU,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.83,2018-12-17,2030-12-17,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41230,VQ-BHR,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.417,2018-08-20,2030-08-19,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41235,VQ-BHT,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.25,2018-10-25,2030-10-24,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating^,737,737-800,41237,VQ-BHV,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.167,2018-11-21,,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41238,VP-BOD,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4.417,2017-07-26,2029-07-28,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41241,VQ-BHW,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.25,2018-10-23,2030-10-22,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating^,737,737-800,41242,VQ-BHX,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,3.83,2018-11-30,2030-11-29,No
Pobeda,Avia Capital Leasing,Avia Capital Leasing,Operating,737,737-800,41244,VP-BOH,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,4,2017-12-22,2029-12-21,No
Spring Japan,AerCap,AerCap,Operating,737,737-800,41256,JA02GR,In Service,Passenger,Japan,Asia: North East Asia,CFM56-7B,8.83,2013-12-20,,No
9 Air,Bank Of Utah,Bank Of Communications Financial Leasing,Operating^,737,737-800,41257,B-220S,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,8.917,2021-03-15,,No
9 Air,Bank Of Communications Financial Leasing,Bank Of Communications Financial Leasing,Operating^,737,737-800,41258,B-220Y,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,8.75,2021-05-16,,No
9 Air,AerCap,AerCap,Operating,737,737-800,41259,B-6990,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,9,2015-07-06,,No
9 Air,AerCap,AerCap,Operating,737,737-800,41260,B-6991,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,8.5,2016-03-08,,No
9 Air,AerCap,AerCap,Operating,737,737-800,41261,B-6992,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,8.333,2016-03-08,,No
Spring Japan,Tailwind 2019-1,Airborne Capital,Operating,737,737-800,41272,JA03GR,In Service,Passenger,Japan,Asia: North East Asia,CFM56-7B,7.833,2014-03-26,2022-03-25,No
Transavia,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41330,PH-HSK,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,6.75,2015-04-08,,No
Transavia France,Blackbird Capital I,Air Lease Corporation,Operating,737,737-800,41332,F-GZHT,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.667,2015-05-04,,No
Transavia,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41340,PH-HXB,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,5.833,2016-03-10,,No
Jin Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41341,HL8016,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,5.833,2016-03-18,,No
Transavia,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41342,PH-HXC,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,5.75,2016-03-31,,No
Transavia France,Air Lease Corporation,Air Lease Corporation,Operating,737,737-800,41343,F-GZHX,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.75,2016-04-14,,No
Transavia France,Air Lease Corporation,Air Lease Corporation,Operating,737,737-800,41344,F-GZHY,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.667,2016-05-04,,No
SpiceJet,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41345,VT-SZN,In Service,Passenger,India,Asia: South Asia,CFM56-7B,5.583,2016-08-10,,No
Jin Air,Blackbird Capital I,Air Lease Corporation,Operating,737,737-800,41346,HL8013,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,6.333,2015-09-11,,No
Jin Air,Air Lease Corporation,Air Lease Corporation,Operating,737,737-800,41348,HL8012,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,6.417,2015-07-27,,No
Transavia France,Air Lease Corporation,Air Lease Corporation,Operating,737,737-800,41352,F-GZHU,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,6.417,2015-07-16,,No
Sunwing Airlines,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41353,C-GLRN,In Service,Passenger,Canada,North America,CFM56-7B,4.75,2017-03-30,,No
Transavia,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,41355,PH-HXG,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,4.75,2017-03-31,,No
SpiceJet,S-JETS 2017-1 Limited,Goshawk Aviation,Operating^,737,737-800,41397,VT-SZJ,In Service,Passenger,India,Asia: South Asia,CFM56-7B,7.917,2014-01-28,,No
SpiceJet,Aircastle,Aircastle,Operating^,737,737-800,41398,VT-SZK,In Service,Passenger,India,Asia: South Asia,CFM56-7B,7.667,2014-05-21,,No
Gol,JSA Aircraft 41467 LLC,Jackson Square Aviation,Operating^,737,737-800,41467,PR-GYD,In Service,Passenger,Brazil,Latin America: Upper South America,CFM56-7B,5.917,2016-01-28,,No
Lucky Air,Avolon,Avolon,Operating^,737,737-800,41591,B-7167,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6,2015-12-22,,No
Sunwing Airlines,AerCap,AerCap,Operating^,737,737-800,41608,C-GFEH,In Service,Passenger,Canada,North America,CFM56-7B,6.75,2015-04-07,,No
Sunwing Airlines,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Financial,737,737-800,41663,C-FYUW,In Service,Passenger,Canada,North America,CFM56-7B,6.75,2015-04-20,,No
Pegasus Airlines,BOC Aviation,BOC Aviation,Operating^,737,737-800,41767,TC-CPY,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-7B,6.167,2015-10-16,,No
Pegasus Airlines,BOC Aviation,BOC Aviation,Operating^,737,737-800,41768,TC-CPZ,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-7B,6,2015-12-21,,No
Pegasus Airlines,BOC Aviation,BOC Aviation,Operating^,737,737-800,41769,TC-CRA,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-7B,5.917,2016-01-22,,No
T'way Air,AerCap,AerCap,Operating,737,737-800,41804,HL8030,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,6.833,2015-03-05,,No
Sunwing Airlines,AerCap,AerCap,Operating,737,737-800,41807,C-FYJD,In Service,Passenger,Canada,North America,CFM56-7B,6.583,2015-05-22,,No
Lucky Air,METAL 2017-1 Limited,Aergo Capital Ltd,Operating,737,737-800,41809,B-6015,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.5,2015-07-14,2024-07-12,No
Lucky Air,AerCap,AerCap,Operating,737,737-800,41811,B-6016,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.333,2015-09-02,,No
Urumqi Air,Goshawk Aviation,Goshawk Aviation,Operating^,737,737-800,41842,B-6268,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,7,2015-07-28,,No
Pobeda,ECAF 1 Ltd,BBAM Aircraft Leasing & Management,Operating,737,737-800,41991,VQ-BTS,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,7.75,2014-04-17,2026-04-16,No
Pobeda,ECAF 1 Ltd,BBAM Aircraft Leasing & Management,Operating,737,737-800,41992,VQ-BTG,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,7.667,2014-05-13,2026-05-12,No
Jin Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,42051,HL8014,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,6.167,2015-10-23,,No
Sunwing Airlines,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,42053,C-GBZS,In Service,Passenger,Canada,North America,CFM56-7B,5.917,2016-02-18,,No
Jin Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,42055,HL8017,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,5.5,2016-06-29,,No
Jin Air,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,42061,HL8015,In Service,Passenger,South Korea,Asia: North East Asia,CFM56-7B,6.25,2015-10-13,,No
Transavia,Air Lease Corporation,Air Lease Corporation,Operating^,737,737-800,42067,PH-HSM,In Service,Passenger,Netherlands,Europe: Western Europe,CFM56-7B,6.667,2015-05-05,,No
Norwegian Air Shuttle AOC,Doric GmbH,Doric GmbH,Operating^,737,737-800,42069,LN-ENU,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,6.417,2015-11-25,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42070,SE-RPT,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,6.333,2015-09-21,,No
Norwegian Air Shuttle AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42071,LN-ENM,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,5.917,2016-02-16,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42072,SE-RPI,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.75,2016-03-24,,No
Norwegian Air Sweden AOC,BOC Aviation,BOC Aviation,Operating^,737,737-800,42073,SE-RPK,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.75,2016-03-31,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42074,SE-RPE,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.75,2016-04-04,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42076,SE-RPF,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.583,2016-05-19,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42077,SE-RPG,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.583,2016-06-06,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42078,SE-RPU,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,6.25,2015-09-16,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42079,SE-RPH,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.417,2016-08-11,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42080,SE-RPL,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.333,2016-09-14,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42081,SE-RPR,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,6,2015-12-21,,No
Norwegian Air Shuttle AOC,SMBC Aviation Capital,SMBC Aviation Capital,Operating,737,737-800,42082,LN-ENN,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,5,2016-12-20,,No
Sun Country Airlines,Bank Of Utah,Jackson Square Aviation,Operating,737,737-800,42083,N839SY,In Service,Passenger,United States of America,North America,CFM56-7B,4.917,2021-06-27,,No
Sun Country Airlines,Bank Of Utah,Jackson Square Aviation,Operating^,737,737-800,42084,N840SY,In Service,Passenger,United States of America,North America,CFM56-7B,4.833,2021-04-19,,No
Transavia France,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,42086,F-HUYC,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.667,2021-10-18,,No
Transavia France,Sky High LXXII  Leasing Company Ltd,Industrial and Commercial Bank of China (ICBC),,737,737-800,42087,F-HUYD,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.667,,,No
Norwegian Air Shuttle AOC,Wilmington Trust SP Services [Dublin],BBAM Aircraft Leasing & Management,Operating,737,737-800,42088,LN-ENO,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4.583,2021-06-16,,No
Norwegian Air Shuttle AOC,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,42090,LN-ENP,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4.333,2017-09-05,,No
Norwegian Air Shuttle AOC,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,737,737-800,42092,LN-ENQ,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4.167,2017-11-22,,No
Norwegian Air Shuttle AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42093,LN-ENR,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4,2018-01-09,,No
Norwegian Air Sweden AOC,MSC Holdings Corporation,MSC Holdings Corporation,Operating^,737,737-800,42094,SE-RRJ,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,3.833,2018-02-20,,No
Lucky Air,Aviation Capital Group,Aviation Capital Group,Operating^,737,737-800,42158,B-7989,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.25,2016-09-20,,No
Urumqi Air,Aviation Capital Group,Aviation Capital Group,Operating^,737,737-800,42159,B-1569,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.333,2016-09-08,,No
Lucky Air,Aviation Capital Group,Aviation Capital Group,Operating^,737,737-800,42160,B-7988,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.417,2016-08-11,,No
Urumqi Air,Aviation Capital Group,Aviation Capital Group,Operating^,737,737-800,42161,B-1570,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,5.167,2016-10-27,,No
Transavia France,Jackson Square Aviation,Jackson Square Aviation,Operating,737,737-800,42271,F-HUYA,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.25,2021-06-23,,No
Norwegian Air Sweden AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42273,SE-RPM,In Service,Passenger,Sweden,Europe: Western Europe,CFM56-7B,5.333,2016-08-25,,No
Transavia France,Jackson Square Aviation,Jackson Square Aviation,Operating,737,737-800,42274,F-HUYB,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.917,2021-07-02,,No
Greater Bay Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),,737,737-800,42277,B-KJA,In Service,Passenger,Hong Kong,Asia: North East Asia,CFM56-7B,4.833,,,No
Transavia France,Sky High LXXI Leasing Company Ltd,Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,42278,F-HUYE,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,4.75,2021-11-18,,No
Greater Bay Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,737,737-800,42279,B-,In Service,Passenger,Hong Kong,Asia: North East Asia,CFM56-7B,4.667,2021-11-22,,No
Norwegian Air Shuttle AOC,Goshawk Aviation,Goshawk Aviation,Operating^,737,737-800,42281,LN-ENS,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4.583,2017-06-08,,No
Norwegian Air Shuttle AOC,Arctic Aviation Assets,Arctic Aviation Assets,Operating,737,737-800,42282,LN-ENT,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,4.5,2017-06-27,,No
Transavia France,Jackson Square Aviation,Jackson Square Aviation,Operating^,737,737-800,42286,F-HTVZ,In Service,Passenger,France,Europe: Western Europe,CFM56-7B,5.25,2016-09-26,,No
Gol,Orix Aviation,Orix Aviation,Operating^,737,737-800,42800,PR-GZH,Inactive,Passenger,Brazil,Latin America: Upper South America,CFM56-7B,7.333,2019-06-10,,No
Jiangxi Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,737,737-800,42942,B-1326,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,4.25,2018-03-21,2025-10-18,No
Lucky Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,737,737-800,43403,B-1798,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.75,2015-04-14,2024-04-12,No
Lucky Air,Orix Aviation,Orix Aviation,Operating^,737,737-800,43409,B-6809,In Service,Passenger,China,Asia: North East Asia,CFM56-7B,6.83,2015-12-10,,No
Nok Air,ALAFCO,ALAFCO,Operating^,737,737-800,43420,HS-DBR,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,7.83,2014-12-11,,No
Nok Air,ALAFCO,ALAFCO,Operating^,737,737-800,43421,HS-DBS,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-7B,7.167,2014-10-23,,No
Pobeda,Avolon,Avolon,Operating,737,737-800,43662,VQ-BTC,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,7.25,2014-10-11,2024-10-01,No
Pobeda,Avolon,Avolon,Operating,737,737-800,43664,VQ-BTD,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,7.83,2014-11-21,,No
Pobeda,Avolon,Avolon,Operating,737,737-800,43666,VQ-BAW,In Service,Passenger,Russian Federation,Europe: Eastern/Central Europe,CFM56-7B,6.667,2015-04-29,,No
Norwegian Air Shuttle AOC,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,737,737-800,43877,LN-NII,In Service,Passenger,Norway,Europe: Western Europe,CFM56-7B,7.83,2014-12-15,2024-12-15,No
